"feature","met","total_amount","absolute_target","absolute_held","absolute_shortfall","relative_target","relative_held","relative_shortfall","sol_n"
"Rostroraja alba",TRUE,1778,889,922,0,0.5,0.518560179977503,0,1
"Scyliorhinus capensis",TRUE,1540,462,733,0,0.3,0.475974025974026,0,1
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,1
"Sphyrna zygaena",TRUE,666,333,340,0,0.5,0.510510510510511,0,1
"Squalus acanthias",TRUE,2123,636.9,1026,0,0.3,0.483278379651437,0,1
"Squalus bassi",TRUE,1475,442.5,752,0,0.3,0.509830508474576,0,1
"Stegostoma tigrinum",TRUE,100,30,47,0,0.3,0.47,0,1
"Taeniurops meyeni",TRUE,85,42.5,54,0,0.5,0.635294117647059,0,1
"Tetronarce cowleyi",TRUE,1623,486.9,873,0,0.3,0.537892791127542,0,1
"Triaenodon obesus",TRUE,27,8.1,17,0,0.3,0.62962962962963,0,1
"Triakis megalopterus",TRUE,569,170.7,368,0,0.3,0.646748681898067,0,1
"Sphyrna lewini",TRUE,669,200.7,201,0,0.3,0.300448430493274,0,1
"Acroteriobatus annulatus",TRUE,1242,621,625,0,0.5,0.503220611916264,0,2
"Acroteriobatus leucospilus",TRUE,161,80.5,83,0,0.5,0.515527950310559,0,2
"Aetobatus ocellatus",TRUE,188,56.4,92,0,0.3,0.48936170212766,0,2
"Aetomylaeus bovinus",TRUE,391,195.5,238,0,0.5,0.608695652173913,0,2
"Apristurus saldanha",TRUE,735,220.5,296,0,0.3,0.402721088435374,0,2
"Bathyraja smithii",TRUE,738,221.4,334,0,0.3,0.452574525745257,0,2
"Bathytoshia lata",TRUE,933,279.9,357,0,0.3,0.382636655948553,0,2
"Carcharhinus albimarginatus",TRUE,10,3,5,0,0.3,0.5,0,2
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,2
"Carcharhinus amboinensis",TRUE,231,69.3,91,0,0.3,0.393939393939394,0,2
"Carcharhinus brachyurus",TRUE,1230,369,616,0,0.3,0.500813008130081,0,2
"Carcharhinus brevipinna",TRUE,247,74.1,133,0,0.3,0.538461538461538,0,2
"Carcharhinus leucas",TRUE,117,35.1,68,0,0.3,0.581196581196581,0,2
"Carcharhinus limbatus",TRUE,330,99,194,0,0.3,0.587878787878788,0,2
"Carcharhinus obscurus",TRUE,707,353.5,445,0,0.5,0.629420084865629,0,2
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,2
"Carcharias taurus",TRUE,552,276,339,0,0.5,0.614130434782609,0,2
"Centrophorus squamosus",TRUE,515,257.5,258,0,0.5,0.500970873786408,0,2
"Centroscymnus owstonii",TRUE,527,158.1,159,0,0.3,0.301707779886148,0,2
"Cruriraja parcomaculata",TRUE,1646,493.8,785,0,0.3,0.476913730255164,0,2
"Dipturus pullopunctatus",TRUE,1780,534,902,0,0.3,0.506741573033708,0,2
"Dipturus stenorhynchus",TRUE,600,180,255,0,0.3,0.425,0,2
"Etmopterus compagnoi",TRUE,741,222.3,253,0,0.3,0.341430499325236,0,2
"Etmopterus sculptus",TRUE,603,180.9,256,0,0.3,0.424543946932007,0,2
"Galeorhinus galeus",TRUE,1925,962.5,963,0,0.5,0.50025974025974,0,2
"Gymnura natalensis",TRUE,544,163.2,330,0,0.3,0.606617647058823,0,2
"Halaelurus lineatus",TRUE,148,44.4,78,0,0.3,0.527027027027027,0,2
"Halaelurus natalensis",TRUE,649,324.5,331,0,0.5,0.510015408320493,0,2
"Haploblepharus edwardsii",TRUE,687,412.2,413,0,0.6,0.601164483260553,0,2
"Haploblepharus fuscus",TRUE,287,143.5,201,0,0.5,0.700348432055749,0,2
"Haploblepharus pictus",TRUE,332,99.6,213,0,0.3,0.641566265060241,0,2
"Himantura leoparda",TRUE,172,51.6,91,0,0.3,0.529069767441861,0,2
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,2
"Holohalaelurus regani",TRUE,1940,582,916,0,0.3,0.472164948453608,0,2
"Leucoraja wallacei",TRUE,1610,644,779,0,0.4,0.483850931677019,0,2
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,2
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,2
"Mobula kuhlii",TRUE,171,85.5,90,0,0.5,0.526315789473684,0,2
"Mustelus mustelus",TRUE,1503,751.5,775,0,0.5,0.515635395874917,0,2
"Mustelus palumbes",TRUE,1794,538.2,890,0,0.3,0.496098104793757,0,2
"Myliobatis aquila",TRUE,810,405,420,0,0.5,0.518518518518518,0,2
"Narke capensis",TRUE,340,102,178,0,0.3,0.523529411764706,0,2
"Neoraja stehmanni",TRUE,294,88.2,141,0,0.3,0.479591836734694,0,2
"Notorynchus cepedianus",TRUE,712,213.6,433,0,0.3,0.60814606741573,0,2
"Pateobatis fai",TRUE,36,10.8,19,0,0.3,0.527777777777778,0,2
"Pateobatis jenkinsii",TRUE,226,67.8,96,0,0.3,0.424778761061947,0,2
"Poroderma africanum",TRUE,570,171,332,0,0.3,0.582456140350877,0,2
"Poroderma pantherinum",TRUE,527,158.1,280,0,0.3,0.531309297912713,0,2
"Raja ocellifera",TRUE,765,459,459,0,0.6,0.6,0,2
"Rajella caudaspinosa",TRUE,887,266.1,473,0,0.3,0.53325817361894,0,2
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,2
"Rhizoprionodon acutus",TRUE,77,23.1,37,0,0.3,0.480519480519481,0,2
"Rhynchobatus djiddensis",TRUE,149,74.5,81,0,0.5,0.543624161073825,0,2
"Rostroraja alba",TRUE,1778,889,922,0,0.5,0.518560179977503,0,2
"Scyliorhinus capensis",TRUE,1540,462,733,0,0.3,0.475974025974026,0,2
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,2
"Sphyrna zygaena",TRUE,666,333,340,0,0.5,0.510510510510511,0,2
"Squalus acanthias",TRUE,2123,636.9,1026,0,0.3,0.483278379651437,0,2
"Squalus bassi",TRUE,1475,442.5,752,0,0.3,0.509830508474576,0,2
"Stegostoma tigrinum",TRUE,100,30,47,0,0.3,0.47,0,2
"Taeniurops meyeni",TRUE,85,42.5,54,0,0.5,0.635294117647059,0,2
"Tetronarce cowleyi",TRUE,1623,486.9,873,0,0.3,0.537892791127542,0,2
"Triaenodon obesus",TRUE,27,8.1,17,0,0.3,0.62962962962963,0,2
"Triakis megalopterus",TRUE,569,170.7,368,0,0.3,0.646748681898067,0,2
"Sphyrna lewini",TRUE,669,200.7,201,0,0.3,0.300448430493274,0,2
"Acroteriobatus annulatus",TRUE,1242,621,625,0,0.5,0.503220611916264,0,3
"Acroteriobatus leucospilus",TRUE,161,80.5,83,0,0.5,0.515527950310559,0,3
"Aetobatus ocellatus",TRUE,188,56.4,92,0,0.3,0.48936170212766,0,3
"Aetomylaeus bovinus",TRUE,391,195.5,238,0,0.5,0.608695652173913,0,3
"Apristurus saldanha",TRUE,735,220.5,296,0,0.3,0.402721088435374,0,3
"Bathyraja smithii",TRUE,738,221.4,334,0,0.3,0.452574525745257,0,3
"Bathytoshia lata",TRUE,933,279.9,357,0,0.3,0.382636655948553,0,3
"Carcharhinus albimarginatus",TRUE,10,3,5,0,0.3,0.5,0,3
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,3
"Carcharhinus amboinensis",TRUE,231,69.3,91,0,0.3,0.393939393939394,0,3
"Carcharhinus brachyurus",TRUE,1230,369,615,0,0.3,0.5,0,3
"Carcharhinus brevipinna",TRUE,247,74.1,133,0,0.3,0.538461538461538,0,3
"Carcharhinus leucas",TRUE,117,35.1,68,0,0.3,0.581196581196581,0,3
"Carcharhinus limbatus",TRUE,330,99,194,0,0.3,0.587878787878788,0,3
"Carcharhinus obscurus",TRUE,707,353.5,444,0,0.5,0.628005657708628,0,3
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,3
"Carcharias taurus",TRUE,552,276,339,0,0.5,0.614130434782609,0,3
"Centrophorus squamosus",TRUE,515,257.5,258,0,0.5,0.500970873786408,0,3
"Centroscymnus owstonii",TRUE,527,158.1,159,0,0.3,0.301707779886148,0,3
"Cruriraja parcomaculata",TRUE,1646,493.8,785,0,0.3,0.476913730255164,0,3
"Dipturus pullopunctatus",TRUE,1780,534,901,0,0.3,0.506179775280899,0,3
"Dipturus stenorhynchus",TRUE,600,180,255,0,0.3,0.425,0,3
"Etmopterus compagnoi",TRUE,741,222.3,252,0,0.3,0.340080971659919,0,3
"Etmopterus sculptus",TRUE,603,180.9,256,0,0.3,0.424543946932007,0,3
"Galeorhinus galeus",TRUE,1925,962.5,963,0,0.5,0.50025974025974,0,3
"Gymnura natalensis",TRUE,544,163.2,330,0,0.3,0.606617647058823,0,3
"Halaelurus lineatus",TRUE,148,44.4,78,0,0.3,0.527027027027027,0,3
"Halaelurus natalensis",TRUE,649,324.5,331,0,0.5,0.510015408320493,0,3
"Haploblepharus edwardsii",TRUE,687,412.2,413,0,0.6,0.601164483260553,0,3
"Haploblepharus fuscus",TRUE,287,143.5,201,0,0.5,0.700348432055749,0,3
"Haploblepharus pictus",TRUE,332,99.6,213,0,0.3,0.641566265060241,0,3
"Himantura leoparda",TRUE,172,51.6,91,0,0.3,0.529069767441861,0,3
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,3
"Holohalaelurus regani",TRUE,1940,582,915,0,0.3,0.471649484536082,0,3
"Leucoraja wallacei",TRUE,1610,644,778,0,0.4,0.483229813664596,0,3
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,3
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,3
"Mobula kuhlii",TRUE,171,85.5,90,0,0.5,0.526315789473684,0,3
"Mustelus mustelus",TRUE,1503,751.5,774,0,0.5,0.514970059880239,0,3
"Mustelus palumbes",TRUE,1794,538.2,889,0,0.3,0.495540691192865,0,3
"Myliobatis aquila",TRUE,810,405,421,0,0.5,0.519753086419753,0,3
"Narke capensis",TRUE,340,102,178,0,0.3,0.523529411764706,0,3
"Neoraja stehmanni",TRUE,294,88.2,141,0,0.3,0.479591836734694,0,3
"Notorynchus cepedianus",TRUE,712,213.6,432,0,0.3,0.606741573033708,0,3
"Pateobatis fai",TRUE,36,10.8,19,0,0.3,0.527777777777778,0,3
"Pateobatis jenkinsii",TRUE,226,67.8,96,0,0.3,0.424778761061947,0,3
"Poroderma africanum",TRUE,570,171,332,0,0.3,0.582456140350877,0,3
"Poroderma pantherinum",TRUE,527,158.1,279,0,0.3,0.529411764705882,0,3
"Raja ocellifera",TRUE,765,459,459,0,0.6,0.6,0,3
"Rajella caudaspinosa",TRUE,887,266.1,473,0,0.3,0.53325817361894,0,3
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,3
"Rhizoprionodon acutus",TRUE,77,23.1,37,0,0.3,0.480519480519481,0,3
"Rhynchobatus djiddensis",TRUE,149,74.5,80,0,0.5,0.536912751677852,0,3
"Rostroraja alba",TRUE,1778,889,922,0,0.5,0.518560179977503,0,3
"Scyliorhinus capensis",TRUE,1540,462,733,0,0.3,0.475974025974026,0,3
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,3
"Sphyrna zygaena",TRUE,666,333,340,0,0.5,0.510510510510511,0,3
"Squalus acanthias",TRUE,2123,636.9,1027,0,0.3,0.483749411210551,0,3
"Squalus bassi",TRUE,1475,442.5,752,0,0.3,0.509830508474576,0,3
"Stegostoma tigrinum",TRUE,100,30,47,0,0.3,0.47,0,3
"Taeniurops meyeni",TRUE,85,42.5,54,0,0.5,0.635294117647059,0,3
"Tetronarce cowleyi",TRUE,1623,486.9,873,0,0.3,0.537892791127542,0,3
"Triaenodon obesus",TRUE,27,8.1,17,0,0.3,0.62962962962963,0,3
"Triakis megalopterus",TRUE,569,170.7,367,0,0.3,0.644991212653779,0,3
"Sphyrna lewini",TRUE,669,200.7,201,0,0.3,0.300448430493274,0,3
"Acroteriobatus annulatus",TRUE,1242,621,626,0,0.5,0.50402576489533,0,4
"Acroteriobatus leucospilus",TRUE,161,80.5,83,0,0.5,0.515527950310559,0,4
"Aetobatus ocellatus",TRUE,188,56.4,92,0,0.3,0.48936170212766,0,4
"Aetomylaeus bovinus",TRUE,391,195.5,238,0,0.5,0.608695652173913,0,4
"Apristurus saldanha",TRUE,735,220.5,296,0,0.3,0.402721088435374,0,4
"Bathyraja smithii",TRUE,738,221.4,334,0,0.3,0.452574525745257,0,4
"Bathytoshia lata",TRUE,933,279.9,357,0,0.3,0.382636655948553,0,4
"Carcharhinus albimarginatus",TRUE,10,3,5,0,0.3,0.5,0,4
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,4
"Carcharhinus amboinensis",TRUE,231,69.3,91,0,0.3,0.393939393939394,0,4
"Carcharhinus brachyurus",TRUE,1230,369,615,0,0.3,0.5,0,4
"Carcharhinus brevipinna",TRUE,247,74.1,133,0,0.3,0.538461538461538,0,4
"Carcharhinus leucas",TRUE,117,35.1,68,0,0.3,0.581196581196581,0,4
"Carcharhinus limbatus",TRUE,330,99,194,0,0.3,0.587878787878788,0,4
"Carcharhinus obscurus",TRUE,707,353.5,444,0,0.5,0.628005657708628,0,4
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,4
"Carcharias taurus",TRUE,552,276,339,0,0.5,0.614130434782609,0,4
"Centrophorus squamosus",TRUE,515,257.5,258,0,0.5,0.500970873786408,0,4
"Centroscymnus owstonii",TRUE,527,158.1,159,0,0.3,0.301707779886148,0,4
"Cruriraja parcomaculata",TRUE,1646,493.8,785,0,0.3,0.476913730255164,0,4
"Dipturus pullopunctatus",TRUE,1780,534,900,0,0.3,0.50561797752809,0,4
"Dipturus stenorhynchus",TRUE,600,180,255,0,0.3,0.425,0,4
"Etmopterus compagnoi",TRUE,741,222.3,252,0,0.3,0.340080971659919,0,4
"Etmopterus sculptus",TRUE,603,180.9,256,0,0.3,0.424543946932007,0,4
"Galeorhinus galeus",TRUE,1925,962.5,963,0,0.5,0.50025974025974,0,4
"Gymnura natalensis",TRUE,544,163.2,330,0,0.3,0.606617647058823,0,4
"Halaelurus lineatus",TRUE,148,44.4,78,0,0.3,0.527027027027027,0,4
"Halaelurus natalensis",TRUE,649,324.5,331,0,0.5,0.510015408320493,0,4
"Haploblepharus edwardsii",TRUE,687,412.2,413,0,0.6,0.601164483260553,0,4
"Haploblepharus fuscus",TRUE,287,143.5,201,0,0.5,0.700348432055749,0,4
"Haploblepharus pictus",TRUE,332,99.6,213,0,0.3,0.641566265060241,0,4
"Himantura leoparda",TRUE,172,51.6,91,0,0.3,0.529069767441861,0,4
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,4
"Holohalaelurus regani",TRUE,1940,582,915,0,0.3,0.471649484536082,0,4
"Leucoraja wallacei",TRUE,1610,644,778,0,0.4,0.483229813664596,0,4
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,4
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,4
"Mobula kuhlii",TRUE,171,85.5,90,0,0.5,0.526315789473684,0,4
"Mustelus mustelus",TRUE,1503,751.5,774,0,0.5,0.514970059880239,0,4
"Mustelus palumbes",TRUE,1794,538.2,889,0,0.3,0.495540691192865,0,4
"Myliobatis aquila",TRUE,810,405,422,0,0.5,0.520987654320988,0,4
"Narke capensis",TRUE,340,102,178,0,0.3,0.523529411764706,0,4
"Neoraja stehmanni",TRUE,294,88.2,141,0,0.3,0.479591836734694,0,4
"Notorynchus cepedianus",TRUE,712,213.6,432,0,0.3,0.606741573033708,0,4
"Pateobatis fai",TRUE,36,10.8,19,0,0.3,0.527777777777778,0,4
"Pateobatis jenkinsii",TRUE,226,67.8,96,0,0.3,0.424778761061947,0,4
"Poroderma africanum",TRUE,570,171,332,0,0.3,0.582456140350877,0,4
"Poroderma pantherinum",TRUE,527,158.1,279,0,0.3,0.529411764705882,0,4
"Raja ocellifera",TRUE,765,459,459,0,0.6,0.6,0,4
"Rajella caudaspinosa",TRUE,887,266.1,473,0,0.3,0.53325817361894,0,4
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,4
"Rhizoprionodon acutus",TRUE,77,23.1,37,0,0.3,0.480519480519481,0,4
"Rhynchobatus djiddensis",TRUE,149,74.5,80,0,0.5,0.536912751677852,0,4
"Rostroraja alba",TRUE,1778,889,922,0,0.5,0.518560179977503,0,4
"Scyliorhinus capensis",TRUE,1540,462,733,0,0.3,0.475974025974026,0,4
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,4
"Sphyrna zygaena",TRUE,666,333,340,0,0.5,0.510510510510511,0,4
"Squalus acanthias",TRUE,2123,636.9,1027,0,0.3,0.483749411210551,0,4
"Squalus bassi",TRUE,1475,442.5,752,0,0.3,0.509830508474576,0,4
"Stegostoma tigrinum",TRUE,100,30,47,0,0.3,0.47,0,4
"Taeniurops meyeni",TRUE,85,42.5,54,0,0.5,0.635294117647059,0,4
"Tetronarce cowleyi",TRUE,1623,486.9,873,0,0.3,0.537892791127542,0,4
"Triaenodon obesus",TRUE,27,8.1,17,0,0.3,0.62962962962963,0,4
"Triakis megalopterus",TRUE,569,170.7,367,0,0.3,0.644991212653779,0,4
"Sphyrna lewini",TRUE,669,200.7,201,0,0.3,0.300448430493274,0,4
"Acroteriobatus annulatus",TRUE,1242,621,626,0,0.5,0.50402576489533,0,5
"Acroteriobatus leucospilus",TRUE,161,80.5,83,0,0.5,0.515527950310559,0,5
"Aetobatus ocellatus",TRUE,188,56.4,92,0,0.3,0.48936170212766,0,5
"Aetomylaeus bovinus",TRUE,391,195.5,238,0,0.5,0.608695652173913,0,5
"Apristurus saldanha",TRUE,735,220.5,296,0,0.3,0.402721088435374,0,5
"Bathyraja smithii",TRUE,738,221.4,334,0,0.3,0.452574525745257,0,5
"Bathytoshia lata",TRUE,933,279.9,357,0,0.3,0.382636655948553,0,5
"Carcharhinus albimarginatus",TRUE,10,3,5,0,0.3,0.5,0,5
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,5
"Carcharhinus amboinensis",TRUE,231,69.3,91,0,0.3,0.393939393939394,0,5
"Carcharhinus brachyurus",TRUE,1230,369,615,0,0.3,0.5,0,5
"Carcharhinus brevipinna",TRUE,247,74.1,133,0,0.3,0.538461538461538,0,5
"Carcharhinus leucas",TRUE,117,35.1,68,0,0.3,0.581196581196581,0,5
"Carcharhinus limbatus",TRUE,330,99,194,0,0.3,0.587878787878788,0,5
"Carcharhinus obscurus",TRUE,707,353.5,444,0,0.5,0.628005657708628,0,5
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,5
"Carcharias taurus",TRUE,552,276,339,0,0.5,0.614130434782609,0,5
"Centrophorus squamosus",TRUE,515,257.5,258,0,0.5,0.500970873786408,0,5
"Centroscymnus owstonii",TRUE,527,158.1,159,0,0.3,0.301707779886148,0,5
"Cruriraja parcomaculata",TRUE,1646,493.8,785,0,0.3,0.476913730255164,0,5
"Dipturus pullopunctatus",TRUE,1780,534,900,0,0.3,0.50561797752809,0,5
"Dipturus stenorhynchus",TRUE,600,180,255,0,0.3,0.425,0,5
"Etmopterus compagnoi",TRUE,741,222.3,252,0,0.3,0.340080971659919,0,5
"Etmopterus sculptus",TRUE,603,180.9,256,0,0.3,0.424543946932007,0,5
"Galeorhinus galeus",TRUE,1925,962.5,963,0,0.5,0.50025974025974,0,5
"Gymnura natalensis",TRUE,544,163.2,330,0,0.3,0.606617647058823,0,5
"Halaelurus lineatus",TRUE,148,44.4,78,0,0.3,0.527027027027027,0,5
"Halaelurus natalensis",TRUE,649,324.5,331,0,0.5,0.510015408320493,0,5
"Haploblepharus edwardsii",TRUE,687,412.2,413,0,0.6,0.601164483260553,0,5
"Haploblepharus fuscus",TRUE,287,143.5,201,0,0.5,0.700348432055749,0,5
"Haploblepharus pictus",TRUE,332,99.6,213,0,0.3,0.641566265060241,0,5
"Himantura leoparda",TRUE,172,51.6,91,0,0.3,0.529069767441861,0,5
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,5
"Holohalaelurus regani",TRUE,1940,582,915,0,0.3,0.471649484536082,0,5
"Leucoraja wallacei",TRUE,1610,644,778,0,0.4,0.483229813664596,0,5
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,5
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,5
"Mobula kuhlii",TRUE,171,85.5,90,0,0.5,0.526315789473684,0,5
"Mustelus mustelus",TRUE,1503,751.5,774,0,0.5,0.514970059880239,0,5
"Mustelus palumbes",TRUE,1794,538.2,889,0,0.3,0.495540691192865,0,5
"Myliobatis aquila",TRUE,810,405,422,0,0.5,0.520987654320988,0,5
"Narke capensis",TRUE,340,102,178,0,0.3,0.523529411764706,0,5
"Neoraja stehmanni",TRUE,294,88.2,141,0,0.3,0.479591836734694,0,5
"Notorynchus cepedianus",TRUE,712,213.6,432,0,0.3,0.606741573033708,0,5
"Pateobatis fai",TRUE,36,10.8,19,0,0.3,0.527777777777778,0,5
"Pateobatis jenkinsii",TRUE,226,67.8,96,0,0.3,0.424778761061947,0,5
"Poroderma africanum",TRUE,570,171,332,0,0.3,0.582456140350877,0,5
"Poroderma pantherinum",TRUE,527,158.1,279,0,0.3,0.529411764705882,0,5
"Raja ocellifera",TRUE,765,459,459,0,0.6,0.6,0,5
"Rajella caudaspinosa",TRUE,887,266.1,473,0,0.3,0.53325817361894,0,5
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,5
"Rhizoprionodon acutus",TRUE,77,23.1,37,0,0.3,0.480519480519481,0,5
"Rhynchobatus djiddensis",TRUE,149,74.5,80,0,0.5,0.536912751677852,0,5
"Rostroraja alba",TRUE,1778,889,922,0,0.5,0.518560179977503,0,5
"Scyliorhinus capensis",TRUE,1540,462,733,0,0.3,0.475974025974026,0,5
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,5
"Sphyrna zygaena",TRUE,666,333,340,0,0.5,0.510510510510511,0,5
"Squalus acanthias",TRUE,2123,636.9,1027,0,0.3,0.483749411210551,0,5
"Squalus bassi",TRUE,1475,442.5,752,0,0.3,0.509830508474576,0,5
"Stegostoma tigrinum",TRUE,100,30,47,0,0.3,0.47,0,5
"Taeniurops meyeni",TRUE,85,42.5,54,0,0.5,0.635294117647059,0,5
"Tetronarce cowleyi",TRUE,1623,486.9,873,0,0.3,0.537892791127542,0,5
"Triaenodon obesus",TRUE,27,8.1,17,0,0.3,0.62962962962963,0,5
"Triakis megalopterus",TRUE,569,170.7,367,0,0.3,0.644991212653779,0,5
"Sphyrna lewini",TRUE,669,200.7,201,0,0.3,0.300448430493274,0,5
"Acroteriobatus annulatus",TRUE,1242,621,626,0,0.5,0.50402576489533,0,6
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,6
