"feature","met","total_amount","absolute_target","absolute_held","absolute_shortfall","relative_target","relative_held","relative_shortfall","sol_n"
"Squalus bassi",TRUE,1475,442.5,771,0,0.3,0.52271186440678,0,1
"Stegostoma tigrinum",TRUE,100,30,44,0,0.3,0.44,0,1
"Taeniura lymma",TRUE,9,4.5,7,0,0.5,0.777777777777778,0,1
"Taeniurops meyeni",TRUE,85,25.5,55,0,0.3,0.647058823529412,0,1
"Tetronarce cowleyi",TRUE,1623,486.9,952,0,0.3,0.586568083795441,0,1
"Torpedo fuscomaculata",TRUE,878,263.4,467,0,0.3,0.531890660592255,0,1
"Torpedo sinuspersici",TRUE,135,40.5,58,0,0.3,0.42962962962963,0,1
"Triaenodon obesus",TRUE,27,8.1,17,0,0.3,0.62962962962963,0,1
"Triakis megalopterus",TRUE,569,170.7,344,0,0.3,0.604569420035149,0,1
"Sphyrna lewini",TRUE,669,200.7,201,0,0.3,0.300448430493274,0,1
"Acroteriobatus annulatus",TRUE,1242,621,667,0,0.5,0.537037037037037,0,2
"Acroteriobatus leucospilus",TRUE,161,80.5,86,0,0.5,0.53416149068323,0,2
"Aetobatus ocellatus",TRUE,188,56.4,87,0,0.3,0.462765957446808,0,2
"Aetomylaeus bovinus",TRUE,391,195.5,203,0,0.5,0.519181585677749,0,2
"Apristurus microps",TRUE,987,296.1,297,0,0.3,0.300911854103343,0,2
"Apristurus saldanha",TRUE,735,220.5,311,0,0.3,0.42312925170068,0,2
"Bathyraja smithii",TRUE,738,221.4,382,0,0.3,0.517615176151762,0,2
"Bathytoshia brevicaudata",TRUE,784,235.2,414,0,0.3,0.528061224489796,0,2
"Bathytoshia lata",TRUE,933,279.9,415,0,0.3,0.444801714898178,0,2
"Carcharhinus albimarginatus",TRUE,10,3,5,0,0.3,0.5,0,2
"Carcharhinus amblyrhynchos",TRUE,23,11.5,16,0,0.5,0.695652173913043,0,2
"Carcharhinus amboinensis",TRUE,231,69.3,94,0,0.3,0.406926406926407,0,2
"Carcharhinus brachyurus",TRUE,1230,369,678,0,0.3,0.551219512195122,0,2
"Carcharhinus brevipinna",TRUE,247,74.1,124,0,0.3,0.502024291497976,0,2
"Carcharhinus humani",TRUE,63,18.9,37,0,0.3,0.587301587301587,0,2
"Carcharhinus leucas",TRUE,117,35.1,69,0,0.3,0.58974358974359,0,2
"Carcharhinus limbatus",TRUE,330,99,172,0,0.3,0.521212121212121,0,2
"Carcharhinus obscurus",TRUE,707,353.5,410,0,0.5,0.57991513437058,0,2
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,2
"Carcharias taurus",TRUE,552,276,301,0,0.5,0.545289855072464,0,2
"Centrophorus squamosus",TRUE,515,257.5,258,0,0.5,0.500970873786408,0,2
"Centroscyllium fabricii",TRUE,445,133.5,183,0,0.3,0.41123595505618,0,2
"Centroscymnus coelolepis",TRUE,699,209.7,219,0,0.3,0.313304721030043,0,2
"Centroscymnus owstonii",TRUE,527,158.1,159,0,0.3,0.301707779886148,0,2
"Centroselachus crepidater",TRUE,486,145.8,218,0,0.3,0.448559670781893,0,2
"Cirrhigaleus asper",TRUE,448,134.4,228,0,0.3,0.508928571428571,0,2
"Cruriraja parcomaculata",TRUE,1646,493.8,879,0,0.3,0.534021871202916,0,2
"Dasyatis chrysonota",TRUE,773,231.9,406,0,0.3,0.52522639068564,0,2
"Deania calcea",TRUE,825,247.5,327,0,0.3,0.396363636363636,0,2
"Dipturus pullopunctatus",TRUE,1780,534,948,0,0.3,0.532584269662921,0,2
"Dipturus stenorhynchus",TRUE,600,180,237,0,0.3,0.395,0,2
"Etmopterus compagnoi",TRUE,741,222.3,262,0,0.3,0.35357624831309,0,2
"Etmopterus granulosus",TRUE,781,234.3,310,0,0.3,0.396927016645326,0,2
"Etmopterus pusillus",TRUE,1093,327.9,422,0,0.3,0.386093321134492,0,2
"Etmopterus sculptus",TRUE,603,180.9,270,0,0.3,0.447761194029851,0,2
"Galeocerdo cuvier",TRUE,164,49.2,92,0,0.3,0.560975609756098,0,2
"Galeorhinus galeus",TRUE,1925,962.5,963,0,0.5,0.50025974025974,0,2
"Gymnura natalensis",TRUE,544,163.2,293,0,0.3,0.538602941176471,0,2
"Halaelurus lineatus",TRUE,148,44.4,53,0,0.3,0.358108108108108,0,2
"Halaelurus natalensis",TRUE,649,324.5,339,0,0.5,0.522342064714946,0,2
"Haploblepharus edwardsii",TRUE,687,412.2,432,0,0.6,0.62882096069869,0,2
"Haploblepharus fuscus",TRUE,287,143.5,152,0,0.5,0.529616724738676,0,2
"Haploblepharus pictus",TRUE,332,99.6,200,0,0.3,0.602409638554217,0,2
"Himantura leoparda",TRUE,172,51.6,102,0,0.3,0.593023255813954,0,2
"Himantura uarnak",TRUE,91,45.5,50,0,0.5,0.549450549450549,0,2
"Holohalaelurus regani",TRUE,1940,582,968,0,0.3,0.498969072164948,0,2
"Leucoraja wallacei",TRUE,1610,644,833,0,0.4,0.517391304347826,0,2
"Malacoraja spinacidermis",TRUE,635,190.5,292,0,0.3,0.459842519685039,0,2
"Mobula alfredi",TRUE,80,24,51,0,0.3,0.6375,0,2
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,2
"Mobula kuhlii",TRUE,171,85.5,88,0,0.5,0.514619883040936,0,2
"Mustelus mustelus",TRUE,1503,751.5,834,0,0.5,0.554890219560878,0,2
"Mustelus palumbes",TRUE,1794,538.2,943,0,0.3,0.525641025641026,0,2
"Myliobatis aquila",TRUE,810,405,415,0,0.5,0.512345679012346,0,2
"Narke capensis",TRUE,340,102,169,0,0.3,0.497058823529412,0,2
"Neoraja stehmanni",TRUE,294,88.2,129,0,0.3,0.438775510204082,0,2
"Neotrygon caeruleopunctata",TRUE,25,7.5,12,0,0.3,0.48,0,2
"Notorynchus cepedianus",TRUE,712,213.6,434,0,0.3,0.609550561797753,0,2
"Pateobatis fai",TRUE,36,10.8,19,0,0.3,0.527777777777778,0,2
"Pateobatis jenkinsii",TRUE,226,67.8,100,0,0.3,0.442477876106195,0,2
"Pliotrema warreni",TRUE,893,267.9,459,0,0.3,0.513997760358343,0,2
"Poroderma africanum",TRUE,570,171,300,0,0.3,0.526315789473684,0,2
"Poroderma pantherinum",TRUE,527,158.1,261,0,0.3,0.495256166982922,0,2
"Raja ocellifera",TRUE,765,459,483,0,0.6,0.631372549019608,0,2
"Raja straeleni",TRUE,2131,639.3,1070,0,0.3,0.502111684655091,0,2
"Rajella barnardi",TRUE,640,192,335,0,0.3,0.5234375,0,2
"Rajella caudaspinosa",TRUE,887,266.1,485,0,0.3,0.546786922209696,0,2
"Rajella dissimilis",TRUE,689,206.7,298,0,0.3,0.432510885341074,0,2
"Rajella leoparda",TRUE,1292,387.6,694,0,0.3,0.537151702786378,0,2
"Rajella ravidula",TRUE,537,161.1,300,0,0.3,0.558659217877095,0,2
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,2
"Rhizoprionodon acutus",TRUE,77,23.1,36,0,0.3,0.467532467532468,0,2
"Rhynchobatus djiddensis",TRUE,149,74.5,87,0,0.5,0.583892617449664,0,2
"Rostroraja alba",TRUE,1778,889,906,0,0.5,0.509561304836895,0,2
"Scyliorhinus capensis",TRUE,1540,462,865,0,0.3,0.561688311688312,0,2
"Scylliogaleus quecketti",TRUE,24,12,14,0,0.5,0.583333333333333,0,2
"Sphyrna zygaena",TRUE,666,333,335,0,0.5,0.503003003003003,0,2
"Squalus acanthias",TRUE,2123,636.9,1061,0,0.3,0.499764484220443,0,2
"Squalus bassi",TRUE,1475,442.5,784,0,0.3,0.531525423728814,0,2
"Stegostoma tigrinum",TRUE,100,30,45,0,0.3,0.45,0,2
"Taeniura lymma",TRUE,9,4.5,7,0,0.5,0.777777777777778,0,2
"Taeniurops meyeni",TRUE,85,25.5,56,0,0.3,0.658823529411765,0,2
"Tetronarce cowleyi",TRUE,1623,486.9,959,0,0.3,0.590881084411583,0,2
"Torpedo fuscomaculata",TRUE,878,263.4,507,0,0.3,0.57744874715262,0,2
"Torpedo sinuspersici",TRUE,135,40.5,59,0,0.3,0.437037037037037,0,2
"Triaenodon obesus",TRUE,27,8.1,17,0,0.3,0.62962962962963,0,2
"Triakis megalopterus",TRUE,569,170.7,328,0,0.3,0.576449912126538,0,2
"Sphyrna lewini",TRUE,669,200.7,201,0,0.3,0.300448430493274,0,2
"Acroteriobatus annulatus",TRUE,1242,621,667,0,0.5,0.537037037037037,0,3
"Acroteriobatus leucospilus",TRUE,161,80.5,86,0,0.5,0.53416149068323,0,3
"Aetobatus ocellatus",TRUE,188,56.4,87,0,0.3,0.462765957446808,0,3
"Aetomylaeus bovinus",TRUE,391,195.5,203,0,0.5,0.519181585677749,0,3
"Apristurus microps",TRUE,987,296.1,297,0,0.3,0.300911854103343,0,3
"Apristurus saldanha",TRUE,735,220.5,311,0,0.3,0.42312925170068,0,3
"Bathyraja smithii",TRUE,738,221.4,382,0,0.3,0.517615176151762,0,3
"Bathytoshia brevicaudata",TRUE,784,235.2,414,0,0.3,0.528061224489796,0,3
"Bathytoshia lata",TRUE,933,279.9,415,0,0.3,0.444801714898178,0,3
"Carcharhinus albimarginatus",TRUE,10,3,5,0,0.3,0.5,0,3
"Carcharhinus amblyrhynchos",TRUE,23,11.5,16,0,0.5,0.695652173913043,0,3
"Carcharhinus amboinensis",TRUE,231,69.3,94,0,0.3,0.406926406926407,0,3
"Carcharhinus brachyurus",TRUE,1230,369,678,0,0.3,0.551219512195122,0,3
"Carcharhinus brevipinna",TRUE,247,74.1,124,0,0.3,0.502024291497976,0,3
"Carcharhinus humani",TRUE,63,18.9,37,0,0.3,0.587301587301587,0,3
"Carcharhinus leucas",TRUE,117,35.1,69,0,0.3,0.58974358974359,0,3
"Carcharhinus limbatus",TRUE,330,99,172,0,0.3,0.521212121212121,0,3
"Carcharhinus obscurus",TRUE,707,353.5,410,0,0.5,0.57991513437058,0,3
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,3
"Carcharias taurus",TRUE,552,276,301,0,0.5,0.545289855072464,0,3
"Centrophorus squamosus",TRUE,515,257.5,258,0,0.5,0.500970873786408,0,3
"Centroscyllium fabricii",TRUE,445,133.5,183,0,0.3,0.41123595505618,0,3
"Centroscymnus coelolepis",TRUE,699,209.7,219,0,0.3,0.313304721030043,0,3
"Centroscymnus owstonii",TRUE,527,158.1,159,0,0.3,0.301707779886148,0,3
"Centroselachus crepidater",TRUE,486,145.8,218,0,0.3,0.448559670781893,0,3
"Cirrhigaleus asper",TRUE,448,134.4,228,0,0.3,0.508928571428571,0,3
"Cruriraja parcomaculata",TRUE,1646,493.8,879,0,0.3,0.534021871202916,0,3
"Dasyatis chrysonota",TRUE,773,231.9,406,0,0.3,0.52522639068564,0,3
"Deania calcea",TRUE,825,247.5,327,0,0.3,0.396363636363636,0,3
"Dipturus pullopunctatus",TRUE,1780,534,948,0,0.3,0.532584269662921,0,3
"Dipturus stenorhynchus",TRUE,600,180,237,0,0.3,0.395,0,3
"Etmopterus compagnoi",TRUE,741,222.3,262,0,0.3,0.35357624831309,0,3
"Etmopterus granulosus",TRUE,781,234.3,310,0,0.3,0.396927016645326,0,3
"Etmopterus pusillus",TRUE,1093,327.9,422,0,0.3,0.386093321134492,0,3
"Etmopterus sculptus",TRUE,603,180.9,270,0,0.3,0.447761194029851,0,3
"Galeocerdo cuvier",TRUE,164,49.2,92,0,0.3,0.560975609756098,0,3
"Galeorhinus galeus",TRUE,1925,962.5,963,0,0.5,0.50025974025974,0,3
"Gymnura natalensis",TRUE,544,163.2,293,0,0.3,0.538602941176471,0,3
"Halaelurus lineatus",TRUE,148,44.4,53,0,0.3,0.358108108108108,0,3
"Halaelurus natalensis",TRUE,649,324.5,339,0,0.5,0.522342064714946,0,3
"Haploblepharus edwardsii",TRUE,687,412.2,432,0,0.6,0.62882096069869,0,3
"Haploblepharus fuscus",TRUE,287,143.5,152,0,0.5,0.529616724738676,0,3
"Haploblepharus pictus",TRUE,332,99.6,200,0,0.3,0.602409638554217,0,3
"Himantura leoparda",TRUE,172,51.6,102,0,0.3,0.593023255813954,0,3
"Himantura uarnak",TRUE,91,45.5,50,0,0.5,0.549450549450549,0,3
"Holohalaelurus regani",TRUE,1940,582,968,0,0.3,0.498969072164948,0,3
"Leucoraja wallacei",TRUE,1610,644,833,0,0.4,0.517391304347826,0,3
"Malacoraja spinacidermis",TRUE,635,190.5,292,0,0.3,0.459842519685039,0,3
"Mobula alfredi",TRUE,80,24,51,0,0.3,0.6375,0,3
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,3
"Mobula kuhlii",TRUE,171,85.5,88,0,0.5,0.514619883040936,0,3
"Mustelus mustelus",TRUE,1503,751.5,834,0,0.5,0.554890219560878,0,3
"Mustelus palumbes",TRUE,1794,538.2,943,0,0.3,0.525641025641026,0,3
"Myliobatis aquila",TRUE,810,405,415,0,0.5,0.512345679012346,0,3
"Narke capensis",TRUE,340,102,169,0,0.3,0.497058823529412,0,3
"Neoraja stehmanni",TRUE,294,88.2,129,0,0.3,0.438775510204082,0,3
"Neotrygon caeruleopunctata",TRUE,25,7.5,12,0,0.3,0.48,0,3
"Notorynchus cepedianus",TRUE,712,213.6,434,0,0.3,0.609550561797753,0,3
"Pateobatis fai",TRUE,36,10.8,19,0,0.3,0.527777777777778,0,3
"Pateobatis jenkinsii",TRUE,226,67.8,100,0,0.3,0.442477876106195,0,3
"Pliotrema warreni",TRUE,893,267.9,459,0,0.3,0.513997760358343,0,3
"Poroderma africanum",TRUE,570,171,300,0,0.3,0.526315789473684,0,3
"Poroderma pantherinum",TRUE,527,158.1,261,0,0.3,0.495256166982922,0,3
"Raja ocellifera",TRUE,765,459,483,0,0.6,0.631372549019608,0,3
"Raja straeleni",TRUE,2131,639.3,1070,0,0.3,0.502111684655091,0,3
"Rajella barnardi",TRUE,640,192,335,0,0.3,0.5234375,0,3
"Rajella caudaspinosa",TRUE,887,266.1,485,0,0.3,0.546786922209696,0,3
"Rajella dissimilis",TRUE,689,206.7,298,0,0.3,0.432510885341074,0,3
"Rajella leoparda",TRUE,1292,387.6,694,0,0.3,0.537151702786378,0,3
"Rajella ravidula",TRUE,537,161.1,300,0,0.3,0.558659217877095,0,3
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,3
"Rhizoprionodon acutus",TRUE,77,23.1,36,0,0.3,0.467532467532468,0,3
"Rhynchobatus djiddensis",TRUE,149,74.5,87,0,0.5,0.583892617449664,0,3
"Rostroraja alba",TRUE,1778,889,906,0,0.5,0.509561304836895,0,3
"Scyliorhinus capensis",TRUE,1540,462,865,0,0.3,0.561688311688312,0,3
"Scylliogaleus quecketti",TRUE,24,12,14,0,0.5,0.583333333333333,0,3
"Sphyrna zygaena",TRUE,666,333,335,0,0.5,0.503003003003003,0,3
"Squalus acanthias",TRUE,2123,636.9,1061,0,0.3,0.499764484220443,0,3
"Squalus bassi",TRUE,1475,442.5,784,0,0.3,0.531525423728814,0,3
"Stegostoma tigrinum",TRUE,100,30,45,0,0.3,0.45,0,3
"Taeniura lymma",TRUE,9,4.5,7,0,0.5,0.777777777777778,0,3
"Taeniurops meyeni",TRUE,85,25.5,56,0,0.3,0.658823529411765,0,3
"Tetronarce cowleyi",TRUE,1623,486.9,959,0,0.3,0.590881084411583,0,3
"Torpedo fuscomaculata",TRUE,878,263.4,507,0,0.3,0.57744874715262,0,3
"Torpedo sinuspersici",TRUE,135,40.5,59,0,0.3,0.437037037037037,0,3
"Triaenodon obesus",TRUE,27,8.1,17,0,0.3,0.62962962962963,0,3
"Triakis megalopterus",TRUE,569,170.7,328,0,0.3,0.576449912126538,0,3
"Sphyrna lewini",TRUE,669,200.7,201,0,0.3,0.300448430493274,0,3
"Acroteriobatus annulatus",TRUE,1242,621,668,0,0.5,0.537842190016103,0,4
"Acroteriobatus leucospilus",TRUE,161,80.5,86,0,0.5,0.53416149068323,0,4
"Aetobatus ocellatus",TRUE,188,56.4,87,0,0.3,0.462765957446808,0,4
"Aetomylaeus bovinus",TRUE,391,195.5,203,0,0.5,0.519181585677749,0,4
"Apristurus microps",TRUE,987,296.1,297,0,0.3,0.300911854103343,0,4
"Apristurus saldanha",TRUE,735,220.5,311,0,0.3,0.42312925170068,0,4
"Bathyraja smithii",TRUE,738,221.4,382,0,0.3,0.517615176151762,0,4
"Bathytoshia brevicaudata",TRUE,784,235.2,414,0,0.3,0.528061224489796,0,4
"Bathytoshia lata",TRUE,933,279.9,415,0,0.3,0.444801714898178,0,4
"Carcharhinus albimarginatus",TRUE,10,3,5,0,0.3,0.5,0,4
"Carcharhinus amblyrhynchos",TRUE,23,11.5,16,0,0.5,0.695652173913043,0,4
"Carcharhinus amboinensis",TRUE,231,69.3,94,0,0.3,0.406926406926407,0,4
"Carcharhinus brachyurus",TRUE,1230,369,678,0,0.3,0.551219512195122,0,4
"Carcharhinus brevipinna",TRUE,247,74.1,124,0,0.3,0.502024291497976,0,4
"Carcharhinus humani",TRUE,63,18.9,37,0,0.3,0.587301587301587,0,4
"Carcharhinus leucas",TRUE,117,35.1,69,0,0.3,0.58974358974359,0,4
"Carcharhinus limbatus",TRUE,330,99,172,0,0.3,0.521212121212121,0,4
"Carcharhinus obscurus",TRUE,707,353.5,410,0,0.5,0.57991513437058,0,4
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,4
"Carcharias taurus",TRUE,552,276,301,0,0.5,0.545289855072464,0,4
"Centrophorus squamosus",TRUE,515,257.5,258,0,0.5,0.500970873786408,0,4
"Centroscyllium fabricii",TRUE,445,133.5,183,0,0.3,0.41123595505618,0,4
"Centroscymnus coelolepis",TRUE,699,209.7,219,0,0.3,0.313304721030043,0,4
"Centroscymnus owstonii",TRUE,527,158.1,159,0,0.3,0.301707779886148,0,4
"Centroselachus crepidater",TRUE,486,145.8,218,0,0.3,0.448559670781893,0,4
"Cirrhigaleus asper",TRUE,448,134.4,228,0,0.3,0.508928571428571,0,4
"Cruriraja parcomaculata",TRUE,1646,493.8,880,0,0.3,0.534629404617254,0,4
"Dasyatis chrysonota",TRUE,773,231.9,406,0,0.3,0.52522639068564,0,4
"Deania calcea",TRUE,825,247.5,327,0,0.3,0.396363636363636,0,4
"Dipturus pullopunctatus",TRUE,1780,534,949,0,0.3,0.53314606741573,0,4
"Dipturus stenorhynchus",TRUE,600,180,237,0,0.3,0.395,0,4
"Etmopterus compagnoi",TRUE,741,222.3,262,0,0.3,0.35357624831309,0,4
"Etmopterus granulosus",TRUE,781,234.3,310,0,0.3,0.396927016645326,0,4
"Etmopterus pusillus",TRUE,1093,327.9,422,0,0.3,0.386093321134492,0,4
"Etmopterus sculptus",TRUE,603,180.9,270,0,0.3,0.447761194029851,0,4
"Galeocerdo cuvier",TRUE,164,49.2,92,0,0.3,0.560975609756098,0,4
"Galeorhinus galeus",TRUE,1925,962.5,963,0,0.5,0.50025974025974,0,4
"Gymnura natalensis",TRUE,544,163.2,293,0,0.3,0.538602941176471,0,4
"Halaelurus lineatus",TRUE,148,44.4,53,0,0.3,0.358108108108108,0,4
"Halaelurus natalensis",TRUE,649,324.5,339,0,0.5,0.522342064714946,0,4
"Haploblepharus edwardsii",TRUE,687,412.2,432,0,0.6,0.62882096069869,0,4
"Haploblepharus fuscus",TRUE,287,143.5,152,0,0.5,0.529616724738676,0,4
"Haploblepharus pictus",TRUE,332,99.6,200,0,0.3,0.602409638554217,0,4
"Himantura leoparda",TRUE,172,51.6,102,0,0.3,0.593023255813954,0,4
"Himantura uarnak",TRUE,91,45.5,50,0,0.5,0.549450549450549,0,4
"Holohalaelurus regani",TRUE,1940,582,968,0,0.3,0.498969072164948,0,4
"Leucoraja wallacei",TRUE,1610,644,834,0,0.4,0.518012422360248,0,4
"Malacoraja spinacidermis",TRUE,635,190.5,292,0,0.3,0.459842519685039,0,4
"Mobula alfredi",TRUE,80,24,51,0,0.3,0.6375,0,4
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,4
"Mobula kuhlii",TRUE,171,85.5,88,0,0.5,0.514619883040936,0,4
"Mustelus mustelus",TRUE,1503,751.5,834,0,0.5,0.554890219560878,0,4
"Mustelus palumbes",TRUE,1794,538.2,942,0,0.3,0.525083612040134,0,4
"Myliobatis aquila",TRUE,810,405,416,0,0.5,0.51358024691358,0,4
"Narke capensis",TRUE,340,102,169,0,0.3,0.497058823529412,0,4
"Neoraja stehmanni",TRUE,294,88.2,129,0,0.3,0.438775510204082,0,4
"Neotrygon caeruleopunctata",TRUE,25,7.5,12,0,0.3,0.48,0,4
"Notorynchus cepedianus",TRUE,712,213.6,434,0,0.3,0.609550561797753,0,4
"Pateobatis fai",TRUE,36,10.8,19,0,0.3,0.527777777777778,0,4
"Pateobatis jenkinsii",TRUE,226,67.8,100,0,0.3,0.442477876106195,0,4
"Pliotrema warreni",TRUE,893,267.9,459,0,0.3,0.513997760358343,0,4
"Poroderma africanum",TRUE,570,171,300,0,0.3,0.526315789473684,0,4
