"feature","met","total_amount","absolute_target","absolute_held","absolute_shortfall","relative_target","relative_held","relative_shortfall","sol_n"
"Deania calcea",TRUE,825,247.5,313,0,0.3,0.379393939393939,0,2
"Dipturus pullopunctatus",TRUE,1780,534,631,0,0.3,0.354494382022472,0,2
"Dipturus stenorhynchus",TRUE,600,180,231,0,0.3,0.385,0,2
"Etmopterus compagnoi",TRUE,741,222.3,240,0,0.3,0.323886639676113,0,2
"Etmopterus granulosus",TRUE,781,234.3,278,0,0.3,0.35595390524968,0,2
"Etmopterus pusillus",TRUE,1093,327.9,328,0,0.3,0.300091491308326,0,2
"Etmopterus sculptus",TRUE,603,180.9,244,0,0.3,0.404643449419569,0,2
"Galeocerdo cuvier",TRUE,164,49.2,79,0,0.3,0.481707317073171,0,2
"Galeorhinus galeus",FALSE,1925,962.5,558,404.5,0.5,0.28987012987013,0.21012987012987,2
"Gymnura natalensis",TRUE,544,163.2,299,0,0.3,0.549632352941177,0,2
"Halaelurus lineatus",TRUE,148,44.4,67,0,0.3,0.452702702702703,0,2
"Halaelurus natalensis",TRUE,649,324.5,334,0,0.5,0.514637904468413,0,2
"Haploblepharus edwardsii",FALSE,687,412.2,412,0.199999999999989,0.6,0.599708879184862,0.000291120815138266,2
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,2
"Haploblepharus pictus",TRUE,332,99.6,122,0,0.3,0.367469879518072,0,2
"Himantura leoparda",TRUE,172,51.6,65,0,0.3,0.377906976744186,0,2
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,2
"Holohalaelurus regani",TRUE,1940,582,596,0,0.3,0.307216494845361,0,2
"Leucoraja wallacei",FALSE,1610,644,619,25,0.4,0.384472049689441,0.015527950310559,2
"Malacoraja spinacidermis",TRUE,635,190.5,213,0,0.3,0.335433070866142,0,2
"Mobula alfredi",TRUE,80,24,40,0,0.3,0.5,0,2
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,2
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,2
"Mustelus mustelus",FALSE,1503,751.5,644,107.5,0.5,0.428476380572189,0.071523619427811,2
"Mustelus palumbes",TRUE,1794,538.2,553,0,0.3,0.3082497212932,0,2
"Myliobatis aquila",TRUE,810,405,423,0,0.5,0.522222222222222,0,2
"Narke capensis",TRUE,340,102,221,0,0.3,0.65,0,2
"Neoraja stehmanni",TRUE,294,88.2,133,0,0.3,0.452380952380952,0,2
"Neotrygon caeruleopunctata",TRUE,25,7.5,12,0,0.3,0.48,0,2
"Notorynchus cepedianus",TRUE,712,213.6,405,0,0.3,0.568820224719101,0,2
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,2
"Pateobatis jenkinsii",TRUE,226,67.8,102,0,0.3,0.451327433628319,0,2
"Pliotrema warreni",TRUE,893,267.9,472,0,0.3,0.528555431131019,0,2
"Poroderma africanum",TRUE,570,171,286,0,0.3,0.501754385964912,0,2
"Poroderma pantherinum",TRUE,527,158.1,267,0,0.3,0.506641366223909,0,2
"Raja ocellifera",FALSE,765,459,448,11,0.6,0.58562091503268,0.0143790849673203,2
"Raja straeleni",TRUE,2131,639.3,677,0,0.3,0.3176912247771,0,2
"Rajella barnardi",TRUE,640,192,234,0,0.3,0.365625,0,2
"Rajella caudaspinosa",TRUE,887,266.1,267,0,0.3,0.301014656144307,0,2
"Rajella dissimilis",TRUE,689,206.7,245,0,0.3,0.355587808417997,0,2
"Rajella leoparda",FALSE,1292,387.6,387,0.599999999999966,0.3,0.29953560371517,0.000464396284829695,2
"Rajella ravidula",TRUE,537,161.1,207,0,0.3,0.385474860335196,0,2
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,2
"Rhizoprionodon acutus",TRUE,77,23.1,37,0,0.3,0.480519480519481,0,2
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,2
"Rostroraja alba",FALSE,1778,889,578,311,0.5,0.325084364454443,0.174915635545557,2
"Scyliorhinus capensis",TRUE,1540,462,677,0,0.3,0.43961038961039,0,2
"Scylliogaleus quecketti",TRUE,24,12,14,0,0.5,0.583333333333333,0,2
"Sphyrna zygaena",TRUE,666,333,367,0,0.5,0.551051051051051,0,2
"Squalus acanthias",TRUE,2123,636.9,696,0,0.3,0.327837965143665,0,2
"Squalus bassi",TRUE,1475,442.5,461,0,0.3,0.312542372881356,0,2
"Stegostoma tigrinum",TRUE,100,30,47,0,0.3,0.47,0,2
"Taeniura lymma",TRUE,9,4.5,6,0,0.5,0.666666666666667,0,2
"Taeniurops meyeni",TRUE,85,25.5,46,0,0.3,0.541176470588235,0,2
"Tetronarce cowleyi",TRUE,1623,486.9,641,0,0.3,0.394947627849661,0,2
"Torpedo fuscomaculata",TRUE,878,263.4,430,0,0.3,0.489749430523918,0,2
"Torpedo sinuspersici",TRUE,135,40.5,62,0,0.3,0.459259259259259,0,2
"Triaenodon obesus",TRUE,27,8.1,12,0,0.3,0.444444444444444,0,2
"Triakis megalopterus",TRUE,569,170.7,253,0,0.3,0.444639718804921,0,2
"Sphyrna lewini",FALSE,669,200.7,128,72.7,0.3,0.191330343796712,0.108669656203288,2
"Acroteriobatus annulatus",FALSE,1242,621,556,65,0.5,0.447665056360709,0.0523349436392915,3
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,3
"Aetobatus ocellatus",TRUE,188,56.4,80,0,0.3,0.425531914893617,0,3
"Aetomylaeus bovinus",TRUE,391,195.5,218,0,0.5,0.557544757033248,0,3
"Apristurus microps",FALSE,987,296.1,296,0.0999999999999659,0.3,0.299898682877406,0.000101317122593684,3
"Apristurus saldanha",TRUE,735,220.5,247,0,0.3,0.336054421768707,0,3
"Bathyraja smithii",TRUE,738,221.4,266,0,0.3,0.360433604336043,0,3
"Bathytoshia brevicaudata",TRUE,784,235.2,410,0,0.3,0.522959183673469,0,3
"Bathytoshia lata",TRUE,933,279.9,458,0,0.3,0.490889603429796,0,3
"Carcharhinus albimarginatus",TRUE,10,3,5,0,0.3,0.5,0,3
"Carcharhinus amblyrhynchos",TRUE,23,11.5,12,0,0.5,0.521739130434783,0,3
"Carcharhinus amboinensis",TRUE,231,69.3,85,0,0.3,0.367965367965368,0,3
"Carcharhinus brachyurus",TRUE,1230,369,556,0,0.3,0.452032520325203,0,3
"Carcharhinus brevipinna",TRUE,247,74.1,92,0,0.3,0.37246963562753,0,3
"Carcharhinus humani",TRUE,63,18.9,34,0,0.3,0.53968253968254,0,3
"Carcharhinus leucas",TRUE,117,35.1,60,0,0.3,0.512820512820513,0,3
"Carcharhinus limbatus",TRUE,330,99,152,0,0.3,0.460606060606061,0,3
"Carcharhinus obscurus",TRUE,707,353.5,359,0,0.5,0.507779349363508,0,3
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,3
"Carcharias taurus",TRUE,552,276,296,0,0.5,0.536231884057971,0,3
"Centrophorus squamosus",FALSE,515,257.5,254,3.5,0.5,0.493203883495146,0.00679611650485437,3
"Centroscyllium fabricii",TRUE,445,133.5,156,0,0.3,0.350561797752809,0,3
"Centroscymnus coelolepis",TRUE,699,209.7,210,0,0.3,0.300429184549356,0,3
"Centroscymnus owstonii",TRUE,527,158.1,202,0,0.3,0.383301707779886,0,3
"Centroselachus crepidater",TRUE,486,145.8,211,0,0.3,0.434156378600823,0,3
"Cirrhigaleus asper",TRUE,448,134.4,212,0,0.3,0.473214285714286,0,3
"Cruriraja parcomaculata",TRUE,1646,493.8,610,0,0.3,0.370595382746051,0,3
"Dasyatis chrysonota",TRUE,773,231.9,411,0,0.3,0.531694695989651,0,3
"Deania calcea",TRUE,825,247.5,314,0,0.3,0.380606060606061,0,3
"Dipturus pullopunctatus",TRUE,1780,534,630,0,0.3,0.353932584269663,0,3
"Dipturus stenorhynchus",TRUE,600,180,231,0,0.3,0.385,0,3
"Etmopterus compagnoi",TRUE,741,222.3,240,0,0.3,0.323886639676113,0,3
"Etmopterus granulosus",TRUE,781,234.3,278,0,0.3,0.35595390524968,0,3
"Etmopterus pusillus",TRUE,1093,327.9,328,0,0.3,0.300091491308326,0,3
"Etmopterus sculptus",TRUE,603,180.9,244,0,0.3,0.404643449419569,0,3
"Galeocerdo cuvier",TRUE,164,49.2,79,0,0.3,0.481707317073171,0,3
"Galeorhinus galeus",FALSE,1925,962.5,558,404.5,0.5,0.28987012987013,0.21012987012987,3
"Gymnura natalensis",TRUE,544,163.2,303,0,0.3,0.556985294117647,0,3
"Halaelurus lineatus",TRUE,148,44.4,67,0,0.3,0.452702702702703,0,3
"Halaelurus natalensis",TRUE,649,324.5,334,0,0.5,0.514637904468413,0,3
"Haploblepharus edwardsii",FALSE,687,412.2,412,0.199999999999989,0.6,0.599708879184862,0.000291120815138266,3
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,3
"Haploblepharus pictus",TRUE,332,99.6,122,0,0.3,0.367469879518072,0,3
"Himantura leoparda",TRUE,172,51.6,65,0,0.3,0.377906976744186,0,3
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,3
"Holohalaelurus regani",TRUE,1940,582,597,0,0.3,0.307731958762887,0,3
"Leucoraja wallacei",FALSE,1610,644,619,25,0.4,0.384472049689441,0.015527950310559,3
"Malacoraja spinacidermis",TRUE,635,190.5,214,0,0.3,0.337007874015748,0,3
"Mobula alfredi",TRUE,80,24,40,0,0.3,0.5,0,3
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,3
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,3
"Mustelus mustelus",FALSE,1503,751.5,644,107.5,0.5,0.428476380572189,0.071523619427811,3
"Mustelus palumbes",TRUE,1794,538.2,553,0,0.3,0.3082497212932,0,3
"Myliobatis aquila",TRUE,810,405,424,0,0.5,0.523456790123457,0,3
"Narke capensis",TRUE,340,102,232,0,0.3,0.682352941176471,0,3
"Neoraja stehmanni",TRUE,294,88.2,134,0,0.3,0.45578231292517,0,3
"Neotrygon caeruleopunctata",TRUE,25,7.5,12,0,0.3,0.48,0,3
"Notorynchus cepedianus",TRUE,712,213.6,406,0,0.3,0.570224719101124,0,3
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,3
"Pateobatis jenkinsii",TRUE,226,67.8,102,0,0.3,0.451327433628319,0,3
"Pliotrema warreni",TRUE,893,267.9,471,0,0.3,0.527435610302352,0,3
"Poroderma africanum",TRUE,570,171,297,0,0.3,0.521052631578947,0,3
"Poroderma pantherinum",TRUE,527,158.1,279,0,0.3,0.529411764705882,0,3
"Raja ocellifera",FALSE,765,459,448,11,0.6,0.58562091503268,0.0143790849673203,3
"Raja straeleni",TRUE,2131,639.3,677,0,0.3,0.3176912247771,0,3
"Rajella barnardi",TRUE,640,192,237,0,0.3,0.3703125,0,3
"Rajella caudaspinosa",TRUE,887,266.1,267,0,0.3,0.301014656144307,0,3
"Rajella dissimilis",TRUE,689,206.7,245,0,0.3,0.355587808417997,0,3
"Rajella leoparda",FALSE,1292,387.6,387,0.599999999999966,0.3,0.29953560371517,0.000464396284829695,3
"Rajella ravidula",TRUE,537,161.1,207,0,0.3,0.385474860335196,0,3
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,3
"Rhizoprionodon acutus",TRUE,77,23.1,37,0,0.3,0.480519480519481,0,3
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,3
"Rostroraja alba",FALSE,1778,889,578,311,0.5,0.325084364454443,0.174915635545557,3
"Scyliorhinus capensis",TRUE,1540,462,678,0,0.3,0.44025974025974,0,3
"Scylliogaleus quecketti",TRUE,24,12,14,0,0.5,0.583333333333333,0,3
"Sphyrna zygaena",TRUE,666,333,377,0,0.5,0.566066066066066,0,3
"Squalus acanthias",TRUE,2123,636.9,697,0,0.3,0.328308996702779,0,3
"Squalus bassi",TRUE,1475,442.5,450,0,0.3,0.305084745762712,0,3
"Stegostoma tigrinum",TRUE,100,30,47,0,0.3,0.47,0,3
"Taeniura lymma",TRUE,9,4.5,6,0,0.5,0.666666666666667,0,3
"Taeniurops meyeni",TRUE,85,25.5,46,0,0.3,0.541176470588235,0,3
"Tetronarce cowleyi",TRUE,1623,486.9,642,0,0.3,0.395563770794824,0,3
"Torpedo fuscomaculata",TRUE,878,263.4,430,0,0.3,0.489749430523918,0,3
"Torpedo sinuspersici",TRUE,135,40.5,62,0,0.3,0.459259259259259,0,3
"Triaenodon obesus",TRUE,27,8.1,12,0,0.3,0.444444444444444,0,3
"Triakis megalopterus",TRUE,569,170.7,258,0,0.3,0.453427065026362,0,3
"Sphyrna lewini",FALSE,669,200.7,128,72.7,0.3,0.191330343796712,0.108669656203288,3
"Acroteriobatus annulatus",FALSE,1242,621,556,65,0.5,0.447665056360709,0.0523349436392915,4
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,4
"Aetobatus ocellatus",TRUE,188,56.4,80,0,0.3,0.425531914893617,0,4
"Aetomylaeus bovinus",TRUE,391,195.5,218,0,0.5,0.557544757033248,0,4
"Apristurus microps",FALSE,987,296.1,296,0.0999999999999659,0.3,0.299898682877406,0.000101317122593684,4
"Apristurus saldanha",TRUE,735,220.5,247,0,0.3,0.336054421768707,0,4
"Bathyraja smithii",TRUE,738,221.4,266,0,0.3,0.360433604336043,0,4
"Bathytoshia brevicaudata",TRUE,784,235.2,410,0,0.3,0.522959183673469,0,4
"Bathytoshia lata",TRUE,933,279.9,458,0,0.3,0.490889603429796,0,4
"Carcharhinus albimarginatus",TRUE,10,3,5,0,0.3,0.5,0,4
"Carcharhinus amblyrhynchos",TRUE,23,11.5,12,0,0.5,0.521739130434783,0,4
"Carcharhinus amboinensis",TRUE,231,69.3,85,0,0.3,0.367965367965368,0,4
"Carcharhinus brachyurus",TRUE,1230,369,556,0,0.3,0.452032520325203,0,4
"Carcharhinus brevipinna",TRUE,247,74.1,92,0,0.3,0.37246963562753,0,4
"Carcharhinus humani",TRUE,63,18.9,34,0,0.3,0.53968253968254,0,4
"Carcharhinus leucas",TRUE,117,35.1,60,0,0.3,0.512820512820513,0,4
"Carcharhinus limbatus",TRUE,330,99,152,0,0.3,0.460606060606061,0,4
"Carcharhinus obscurus",TRUE,707,353.5,359,0,0.5,0.507779349363508,0,4
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,4
"Carcharias taurus",TRUE,552,276,296,0,0.5,0.536231884057971,0,4
"Centrophorus squamosus",FALSE,515,257.5,254,3.5,0.5,0.493203883495146,0.00679611650485437,4
"Centroscyllium fabricii",TRUE,445,133.5,156,0,0.3,0.350561797752809,0,4
"Centroscymnus coelolepis",TRUE,699,209.7,210,0,0.3,0.300429184549356,0,4
"Centroscymnus owstonii",TRUE,527,158.1,202,0,0.3,0.383301707779886,0,4
"Centroselachus crepidater",TRUE,486,145.8,211,0,0.3,0.434156378600823,0,4
"Cirrhigaleus asper",TRUE,448,134.4,212,0,0.3,0.473214285714286,0,4
"Cruriraja parcomaculata",TRUE,1646,493.8,609,0,0.3,0.369987849331713,0,4
"Dasyatis chrysonota",TRUE,773,231.9,411,0,0.3,0.531694695989651,0,4
"Deania calcea",TRUE,825,247.5,313,0,0.3,0.379393939393939,0,4
"Dipturus pullopunctatus",TRUE,1780,534,631,0,0.3,0.354494382022472,0,4
"Dipturus stenorhynchus",TRUE,600,180,231,0,0.3,0.385,0,4
"Etmopterus compagnoi",TRUE,741,222.3,240,0,0.3,0.323886639676113,0,4
"Etmopterus granulosus",TRUE,781,234.3,278,0,0.3,0.35595390524968,0,4
"Etmopterus pusillus",TRUE,1093,327.9,328,0,0.3,0.300091491308326,0,4
"Etmopterus sculptus",TRUE,603,180.9,244,0,0.3,0.404643449419569,0,4
"Galeocerdo cuvier",TRUE,164,49.2,79,0,0.3,0.481707317073171,0,4
"Galeorhinus galeus",FALSE,1925,962.5,558,404.5,0.5,0.28987012987013,0.21012987012987,4
"Gymnura natalensis",TRUE,544,163.2,303,0,0.3,0.556985294117647,0,4
"Halaelurus lineatus",TRUE,148,44.4,67,0,0.3,0.452702702702703,0,4
"Halaelurus natalensis",TRUE,649,324.5,334,0,0.5,0.514637904468413,0,4
"Haploblepharus edwardsii",FALSE,687,412.2,412,0.199999999999989,0.6,0.599708879184862,0.000291120815138266,4
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,4
"Haploblepharus pictus",TRUE,332,99.6,122,0,0.3,0.367469879518072,0,4
"Himantura leoparda",TRUE,172,51.6,65,0,0.3,0.377906976744186,0,4
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,4
"Holohalaelurus regani",TRUE,1940,582,596,0,0.3,0.307216494845361,0,4
"Leucoraja wallacei",FALSE,1610,644,619,25,0.4,0.384472049689441,0.015527950310559,4
"Malacoraja spinacidermis",TRUE,635,190.5,214,0,0.3,0.337007874015748,0,4
"Mobula alfredi",TRUE,80,24,40,0,0.3,0.5,0,4
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,4
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,4
"Mustelus mustelus",FALSE,1503,751.5,644,107.5,0.5,0.428476380572189,0.071523619427811,4
"Mustelus palumbes",TRUE,1794,538.2,553,0,0.3,0.3082497212932,0,4
"Myliobatis aquila",TRUE,810,405,424,0,0.5,0.523456790123457,0,4
